antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION, nan",SEX_OTHER,0.01347,1.0,0.01347,1.0,1.0,1.0,0.0,inf,0.0,0.01347,0.0,0.506735
REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION,"SEX_OTHER, nan",0.03578,0.35861,0.01347,0.3764673001676914,1.0497958789986097,1.0,0.0006389341999999999,1.0286389152846258,0.04919403025709014,0.03536175574923869,0.027841563117122867,0.20701449835913083
"REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION, nan",SERIOUS_NO,0.01347,0.71979,0.01216,0.9027468448403861,1.2541808650306145,1.0,0.0024644287,2.8812432824427505,0.2054340302693065,0.016863125780058243,0.6529276072959072,0.45982033054617427
"REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION, SERIOUS_NO",nan,0.02918,0.35861,0.01216,0.4167237834132968,1.1620528803248567,1.0,0.0016957602000000002,1.0996333842538193,0.14364554069321758,0.03237228123419323,0.09060600167339188,0.22531624323058805
REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION,"nan, SERIOUS_NO",0.03578,0.27258,0.01216,0.339854667411962,1.2468070563209408,1.0,0.0024070876000000015,1.1019088738357323,0.20529680248774862,0.04105334233625929,0.09248393969365983,0.19223271194356265
"AGE_41_65, REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION",SEX_OTHER,0.00931,1.0,0.00931,1.0,1.0,1.0,0.0,inf,0.0,0.009310000000000002,0.0,0.504655
"REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION, SEX_OTHER",AGE_41_65,0.03578,0.25194,0.00931,0.26020122973728343,1.03279046494119,1.0,0.00029558680000000073,1.0111668605969022,0.03292753495582141,0.033439890808519813,0.011043538937095204,0.1485772362864396
REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION,"AGE_41_65, SEX_OTHER",0.03578,0.25194,0.00931,0.26020122973728343,1.03279046494119,1.0,0.00029558680000000073,1.0111668605969022,0.03292753495582141,0.033439890808519813,0.011043538937095204,0.1485772362864396
"AGE_41_65, REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION",SERIOUS_NO,0.00931,0.71979,0.00694,0.7454350161117078,1.0356284695698854,1.0,0.00023875509999999895,1.1007405485232065,0.03472605170273561,0.009610058712750636,0.09152070272905242,0.3775383585817017
"REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION, SERIOUS_NO",AGE_41_65,0.02918,0.25194,0.00694,0.23783413296778613,0.9440110064610071,1.0,-0.00041160920000000035,0.9814923920863308,-0.0575749674784239,0.025311838937923995,-0.018856598444260977,0.13269018706815916
"AGE_41_65, REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION",DRUG_DUPIXENT,0.00931,0.13125,0.00422,0.4532760472610096,3.453531788655311,1.0,0.0029980625,1.5890103143418466,0.7171177166529393,0.030952031685492147,0.37067746447310457,0.24271421410669528
"REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION, DRUG_DUPIXENT",AGE_41_65,0.01183,0.25194,0.00422,0.356720202874049,1.4158934781060928,1.0,0.0012395497999999998,1.1628843363994743,0.2972486314042996,0.01625890965131959,0.14006924962442718,0.18673511136002202
"REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION, SERIOUS_YES",SEX_OTHER,0.0066,1.0,0.0066,1.0,1.0,1.0,0.0,inf,0.0,0.006600000000000001,0.0,0.5033
"AGE_41_65, REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION",SERIOUS_YES,0.00931,0.28021,0.00237,0.2545649838882922,0.9084792972709475,1.0,-0.00023875510000000025,0.9655972478386167,-0.09230138249247,0.008253526031690755,-0.035628469569885426,0.13151146307294234
"REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION, SERIOUS_YES",AGE_41_65,0.0066,0.25194,0.00237,0.3590909090909091,1.4253032828884225,1.0,0.0007071960000000002,1.167185815602837,0.30037742773189136,0.009251668813678417,0.14323838875345446,0.18424895537898636
"REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION, AGE_19_40",SEX_OTHER,0.00477,1.0,0.00477,1.0,1.0,1.0,0.0,inf,0.0,0.004770000000000001,0.0,0.502385
"REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION, AGE_19_40",SERIOUS_NO,0.00477,0.71979,0.00382,0.80083857442348,1.1126003062330403,1.0,0.0003866017000000001,1.4069491578947364,0.1016896933451096,0.005300108222105059,0.2892422626725671,0.4030728389421058
"REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION, AGE_19_40",DRUG_DUPIXENT,0.00477,0.13125,0.00229,0.480083857442348,3.657781770989318,1.0,0.0016639375,1.6709425403225808,0.7300928046870911,0.017124055933597546,0.4015353754732063,0.24876573824498352
"REACT_CONDITION_AGGRAVATED, REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION",SEX_OTHER,0.00245,1.0,0.00245,1.0,1.0,1.0,0.0,inf,0.0,0.00245,0.0,0.501225
"REACT_CONDITION_AGGRAVATED, REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION",SERIOUS_NO,0.00245,0.71979,0.00212,0.8653061224489796,1.2021646903249275,1.0,0.0003565144999999998,2.0803469696969703,0.16858023856561774,0.002943953785480198,0.5193109541022077,0.43412571297013786
"AGE_65PLUS, REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION",SEX_OTHER,0.00551,1.0,0.00551,1.0,1.0,1.0,0.0,inf,0.0,0.005510000000000001,0.0,0.502755
"AGE_65PLUS, REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION",SERIOUS_NO,0.00551,0.71979,0.00396,0.7186932849364791,0.9984763402332334,1.0,-6.042900000000247e-06,0.9961013548387094,-0.0015320887131314918,0.005489782904039703,-0.00391390408451139,0.3620974447855821
"AGE_65PLUS, REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION",DRUG_DUPIXENT,0.00551,0.13125,0.00222,0.40290381125226865,3.069743323826809,1.0,0.0014968125,1.4549582066869304,0.6779755099245491,0.016500668946038355,0.3126950345349854,0.20990904848327718
"REACT_DRUG_INEFFECTIVE, REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION",SEX_OTHER,0.00233,1.0,0.00233,1.0,1.0,1.0,0.0,inf,0.0,0.0023300000000000005,0.0,0.501165
"REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION, SEX_OTHER",DRUG_DUPIXENT,0.03578,0.13125,0.01183,0.3306316377864729,2.5190981926588414,1.0,0.0071338750000000005,1.297865344467641,0.6254097035725231,0.0762242268041237,0.2295040434952206,0.21038248555990313
"REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION, DRUG_DUPIXENT",SEX_OTHER,0.01183,1.0,0.01183,1.0,1.0,1.0,0.0,inf,0.0,0.01183,0.0,0.505915
REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION,"SEX_OTHER, DRUG_DUPIXENT",0.03578,0.13125,0.01183,0.3306316377864729,2.5190981926588414,1.0,0.0071338750000000005,1.297865344467641,0.6254097035725231,0.0762242268041237,0.2295040434952206,0.21038248555990313
"REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION, DRUG_DUPIXENT",SERIOUS_NO,0.01183,0.71979,0.01114,0.9416737109044802,1.3082617303720254,1.0,0.0026248842999999997,4.804180144927537,0.23844779431882032,0.01546191427936931,0.7918479387048291,0.47857522358739063
"REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION, SERIOUS_NO",DRUG_DUPIXENT,0.02918,0.13125,0.01114,0.38176833447566827,2.9087111198146154,1.0,0.007310125000000001,1.4052175720620843,0.6759287166483889,0.07461986737222855,0.2883664281734311,0.23332226247592938
REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION,"DRUG_DUPIXENT, SERIOUS_NO",0.03578,0.12499,0.01114,0.3113471212968139,2.4909762484743894,1.0,0.0066678578,1.270611112012987,0.620761827673512,0.07445031076655752,0.21297713317197967,0.20023712573361377
"REACT_PRURITUS, REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION",SEX_OTHER,0.00299,1.0,0.00299,1.0,1.0,1.0,0.0,inf,0.0,0.00299,0.0,0.501495
"REACT_PRURITUS, REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION",SERIOUS_NO,0.00299,0.71979,0.00279,0.9331103678929765,1.2963647284527104,1.0,0.0006378279,4.189139499999995,0.22929775081256398,0.0038750538201919463,0.7612874911422737,0.46849324921552504
"REACT_PRURITUS, REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION",DRUG_DUPIXENT,0.00299,0.13125,0.00258,0.862876254180602,6.574295269947443,1.0,0.0021875625,6.335518292682926,0.8504352432377461,0.019595928907792798,0.8421597170424195,0.4412666985188724
"REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION, DRUG_DUPIXENT",REACT_PRURITUS,0.01183,0.04622,0.00258,0.2180896027049873,4.718511525421621,1.0,0.0020332173999999996,1.2198072864864864,0.7975032228158337,0.046511627906976744,0.18019837143260217,0.13695479702536253
"AGE_0_18, REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION",SEX_OTHER,0.00272,1.0,0.00272,1.0,1.0,1.0,0.0,inf,0.0,0.00272,0.0,0.50136
"AGE_0_18, REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION",SERIOUS_NO,0.00272,0.71979,0.0023,0.8455882352941175,1.174770746042759,1.0,0.0003421711999999997,1.8146933333333317,0.1491758452556169,0.0031935130031518584,0.4489427047361533,0.4243918058616769
"REACT_OFF_LABEL_USE, REACT_PRODUCT_USE_IN_UNAPPROVED_INDICATION",SEX_OTHER,0.00242,1.0,0.00242,1.0,1.0,1.0,0.0,inf,0.0,0.00242,0.0,0.50121
DRUG_METHOTREXATE,SEX_OTHER,0.02139,1.0,0.02139,1.0,1.0,1.0,0.0,inf,0.0,0.02139,0.0,0.510695
DRUG_METHOTREXATE,SERIOUS_NO,0.02139,0.71979,0.00931,0.4352501168770454,0.6046904192570686,1.0,-0.0060863081,0.496166548013245,-0.40048964520177155,0.012720838400262342,-1.0154522790869516,0.22409222247247704
DRUG_METHOTREXATE,nan,0.02139,0.35861,0.00583,0.27255726975222067,0.7600381187145385,1.0,-0.0018406678999999997,0.8817051478149102,-0.24392746257661807,0.015581152951866798,-0.13416599923257194,0.14440724255576232
DRUG_METHOTREXATE,SERIOUS_YES,0.02139,0.28021,0.01208,0.5647498831229547,2.0154522790869516,1.0,0.0060863081,1.6537387862513426,0.5148460081000142,0.04172423321359491,0.3953095807429316,0.3039302036863123
DRUG_PREDNISONE,DRUG_METHOTREXATE,0.02648,0.02139,0.00577,0.21790030211480363,10.187017396671513,1.0,0.0052035928,1.2512599130854658,0.9263660125673768,0.13705463182897862,0.20080553245399457,0.2438262613893326
DRUG_METHOTREXATE,DRUG_PREDNISONE,0.02139,0.02648,0.00577,0.2697522206638616,10.18701739667151,1.0,0.0052035928,1.333136542893726,0.9215477468599267,0.13705463182897862,0.24988928903757662,0.2438262613893326
DRUG_METHOTREXATE,AGE_41_65,0.02139,0.25194,0.00714,0.3338008415147265,1.3249219715596035,1.0,0.0017510034000000002,1.1228774315789471,0.2505988815039408,0.0268229460160036,0.1094308498178308,0.1810704612431932
DRUG_METHOTREXATE,DRUG_RITUXIMAB,0.02139,0.02432,0.00497,0.23235156615240765,9.553929529293077,1.0,0.0044497951999999995,1.270998489646772,0.9149007532693735,0.12199312714776632,0.21321700368195273,0.2183550593919933
DRUG_RITUXIMAB,DRUG_METHOTREXATE,0.02432,0.02139,0.00497,0.20435855263157893,9.553929529293077,1.0,0.0044497951999999995,1.2299635762273902,0.9176482311382231,0.12199312714776632,0.18696779373967048,0.2183550593919933
"SEX_OTHER, DRUG_METHOTREXATE",SERIOUS_NO,0.02139,0.71979,0.00931,0.4352501168770454,0.6046904192570686,1.0,-0.0060863081,0.496166548013245,-0.40048964520177155,0.012720838400262342,-1.0154522790869516,0.22409222247247704
"DRUG_METHOTREXATE, SERIOUS_NO",SEX_OTHER,0.00931,1.0,0.00931,1.0,1.0,1.0,0.0,inf,0.0,0.009310000000000002,0.0,0.504655
DRUG_METHOTREXATE,"SEX_OTHER, SERIOUS_NO",0.02139,0.71979,0.00931,0.4352501168770454,0.6046904192570686,1.0,-0.0060863081,0.496166548013245,-0.40048964520177155,0.012720838400262342,-1.0154522790869516,0.22409222247247704
"DRUG_METHOTREXATE, nan",SEX_OTHER,0.00583,1.0,0.00583,1.0,1.0,1.0,0.0,inf,0.0,0.00583,0.0,0.502915
"SEX_OTHER, DRUG_METHOTREXATE",nan,0.02139,0.35861,0.00583,0.27255726975222067,0.7600381187145385,1.0,-0.0018406678999999997,0.8817051478149102,-0.24392746257661807,0.015581152951866798,-0.13416599923257194,0.14440724255576232
DRUG_METHOTREXATE,"SEX_OTHER, nan",0.02139,0.35861,0.00583,0.27255726975222067,0.7600381187145385,1.0,-0.0018406678999999997,0.8817051478149102,-0.24392746257661807,0.015581152951866798,-0.13416599923257194,0.14440724255576232
"DRUG_METHOTREXATE, nan",SERIOUS_NO,0.00583,0.71979,0.0028,0.48027444253859347,0.6672424492401859,1.0,-0.0013963757000000003,0.5391499339933992,-0.3340570404906715,0.0038737168312996317,-0.8547716264994347,0.2420822330088319
"DRUG_METHOTREXATE, SERIOUS_NO",nan,0.00931,0.35861,0.0028,0.3007518796992481,0.838660047682017,1.0,-0.0005386591,0.9172566666666667,-0.16260959585383175,0.007668711656441719,-0.09020739378654466,0.15427990237158384
"DRUG_METHOTREXATE, nan",SERIOUS_YES,0.00583,0.28021,0.00303,0.5197255574614066,1.8547716264994345,1.0,0.0013963757,1.4987056071428573,0.46355257753362167,0.010706335465177907,0.3327575507598141,0.26526943802194913
"SERIOUS_YES, DRUG_METHOTREXATE",nan,0.01208,0.35861,0.00303,0.2508278145695364,0.6994445625318212,1.0,-0.0013020088000000002,0.8561316243093923,-0.30311655725986725,0.008241309905891314,-0.16804469266821057,0.1296385524424604
"REACT_DRUG_INEFFECTIVE, DRUG_METHOTREXATE",SEX_OTHER,0.00374,1.0,0.00374,1.0,1.0,1.0,0.0,inf,0.0,0.00374,0.0,0.50187
"REACT_OFF_LABEL_USE, DRUG_METHOTREXATE",SEX_OTHER,0.00351,1.0,0.00351,1.0,1.0,1.0,0.0,inf,0.0,0.0035100000000000005,0.0,0.501755
"REACT_ARTHRALGIA, DRUG_METHOTREXATE",SEX_OTHER,0.00276,1.0,0.00276,1.0,1.0,1.0,0.0,inf,0.0,0.00276,0.0,0.50138
"REACT_ARTHRALGIA, DRUG_METHOTREXATE",SERIOUS_YES,0.00276,0.28021,0.00206,0.746376811594203,2.6636337446707934,1.0,0.0012866204000000002,2.8380291428571436,0.6263016021306184,0.007333309600939804,0.6476428008088512,0.3768642203647472
"SEX_OTHER, DRUG_METHOTREXATE",SERIOUS_YES,0.02139,0.28021,0.01208,0.5647498831229547,2.0154522790869516,1.0,0.0060863081,1.6537387862513426,0.5148460081000142,0.04172423321359491,0.3953095807429316,0.3039302036863123
"SERIOUS_YES, DRUG_METHOTREXATE",SEX_OTHER,0.01208,1.0,0.01208,1.0,1.0,1.0,0.0,inf,0.0,0.01208,0.0,0.50604
DRUG_METHOTREXATE,"SERIOUS_YES, SEX_OTHER",0.02139,0.28021,0.01208,0.5647498831229547,2.0154522790869516,1.0,0.0060863081,1.6537387862513426,0.5148460081000142,0.04172423321359491,0.3953095807429316,0.3039302036863123
"DRUG_PREDNISONE, SEX_OTHER",DRUG_METHOTREXATE,0.02648,0.02139,0.00577,0.21790030211480363,10.187017396671513,1.0,0.0052035928,1.2512599130854658,0.9263660125673768,0.13705463182897862,0.20080553245399457,0.2438262613893326
"DRUG_PREDNISONE, DRUG_METHOTREXATE",SEX_OTHER,0.00577,1.0,0.00577,1.0,1.0,1.0,0.0,inf,0.0,0.00577,0.0,0.502885
"SEX_OTHER, DRUG_METHOTREXATE",DRUG_PREDNISONE,0.02139,0.02648,0.00577,0.2697522206638616,10.18701739667151,1.0,0.0052035928,1.333136542893726,0.9215477468599267,0.13705463182897862,0.24988928903757662,0.2438262613893326
DRUG_PREDNISONE,"SEX_OTHER, DRUG_METHOTREXATE",0.02648,0.02139,0.00577,0.21790030211480363,10.187017396671513,1.0,0.0052035928,1.2512599130854658,0.9263660125673768,0.13705463182897862,0.20080553245399457,0.2438262613893326
DRUG_METHOTREXATE,"DRUG_PREDNISONE, SEX_OTHER",0.02139,0.02648,0.00577,0.2697522206638616,10.18701739667151,1.0,0.0052035928,1.333136542893726,0.9215477468599267,0.13705463182897862,0.24988928903757662,0.2438262613893326
"DRUG_PREDNISONE, SERIOUS_YES",DRUG_METHOTREXATE,0.01485,0.02139,0.0048,0.3232323232323232,15.111375560183413,1.0,0.004482358499999999,1.4460058208955222,0.9479010176115312,0.15267175572519082,0.308439851659316,0.27381812515052345
"DRUG_PREDNISONE, DRUG_METHOTREXATE",SERIOUS_YES,0.00577,0.28021,0.0048,0.8318890814558059,2.968805829398686,1.0,0.0031831882999999997,4.2816374226804115,0.6670128935625225,0.017070915427839818,0.7664444927767904,0.4245095455457181
"SERIOUS_YES, DRUG_METHOTREXATE",DRUG_PREDNISONE,0.01208,0.02648,0.0048,0.3973509933774834,15.005702166823392,1.0,0.0044801215999999994,1.6154013186813188,0.9447715064647608,0.14218009478672985,0.38095878192279914,0.289309937776355
DRUG_METHOTREXATE,"DRUG_PREDNISONE, SERIOUS_YES",0.02139,0.01485,0.0048,0.2244039270687237,15.111375560183413,1.0,0.004482358499999999,1.2701843580470162,0.9542357910710088,0.15267175572519082,0.21271271082446705,0.27381812515052345
"AGE_41_65, DRUG_PREDNISONE",DRUG_METHOTREXATE,0.0098,0.02139,0.00272,0.2775510204081633,12.975737279484026,1.0,0.002510378,1.354573163841808,0.9320673482481258,0.09553916403231473,0.2617600682684249,0.20235662287355338
"AGE_41_65, DRUG_METHOTREXATE",DRUG_PREDNISONE,0.00714,0.02648,0.00272,0.380952380952381,14.38641922025608,1.0,0.0025309328000000003,1.5726092307692308,0.9371814757367606,0.08802588996763755,0.36411412292750117,0.24183570709250468
"DRUG_PREDNISONE, DRUG_METHOTREXATE",AGE_41_65,0.00577,0.25194,0.00272,0.4714038128249567,1.8710955498331217,1.0,0.0012663062000000003,1.4151823606557377,0.46825558472385675,0.010667084983724854,0.29337728634729393,0.2411000170737469
"AGE_41_65, DRUG_METHOTREXATE",SEX_OTHER,0.00714,1.0,0.00714,1.0,1.0,1.0,0.0,inf,0.0,0.0071400000000000005,0.0,0.50357
"SEX_OTHER, DRUG_METHOTREXATE",AGE_41_65,0.02139,0.25194,0.00714,0.3338008415147265,1.3249219715596035,1.0,0.0017510034000000002,1.1228774315789471,0.2505988815039408,0.0268229460160036,0.1094308498178308,0.1810704612431932
DRUG_METHOTREXATE,"AGE_41_65, SEX_OTHER",0.02139,0.25194,0.00714,0.3338008415147265,1.3249219715596035,1.0,0.0017510034000000002,1.1228774315789471,0.2505988815039408,0.0268229460160036,0.1094308498178308,0.1810704612431932
"AGE_41_65, DRUG_METHOTREXATE",SERIOUS_YES,0.00714,0.28021,0.00436,0.6106442577030813,2.1792379204992014,1.0,0.0023593006,1.8486692805755396,0.5450154007873095,0.01540690483762677,0.45907036455505257,0.3131020082277228
"SERIOUS_YES, DRUG_METHOTREXATE",AGE_41_65,0.01208,0.25194,0.00436,0.3609271523178808,1.4325916976973916,1.0,0.0013165648,1.1705394818652848,0.30565673705332896,0.01679118847723947,0.14569306247878622,0.18911643001303266
DRUG_METHOTREXATE,"AGE_41_65, SERIOUS_YES",0.02139,0.07044,0.00436,0.20383356708742403,2.89371901032686,1.0,0.0028532884,1.1675448267762771,0.6687280376801058,0.049845661369612444,0.14350183644673184,0.1328651083591578
"AGE_41_65, DRUG_METHOTREXATE",SERIOUS_NO,0.00714,0.71979,0.00278,0.38935574229691877,0.5409296354449474,1.0,-0.0023593005999999997,0.4588760091743118,-0.4608502778246903,0.003838983635987019,-1.1792379204992018,0.19660898994699785
"DRUG_METHOTREXATE, SERIOUS_NO",AGE_41_65,0.00931,0.25194,0.00278,0.2986036519871106,1.1852173215333437,1.0,0.00043443859999999987,1.0665296477794792,0.1577414506029552,0.010755600263086626,0.06237955777225168,0.15481901262529302
"SEX_OTHER, DRUG_METHOTREXATE",DRUG_RITUXIMAB,0.02139,0.02432,0.00497,0.23235156615240765,9.553929529293077,1.0,0.0044497951999999995,1.270998489646772,0.9149007532693735,0.12199312714776632,0.21321700368195273,0.2183550593919933
"DRUG_RITUXIMAB, DRUG_METHOTREXATE",SEX_OTHER,0.00497,1.0,0.00497,1.0,1.0,1.0,0.0,inf,0.0,0.0049700000000000005,0.0,0.502485
"SEX_OTHER, DRUG_RITUXIMAB",DRUG_METHOTREXATE,0.02432,0.02139,0.00497,0.20435855263157893,9.553929529293077,1.0,0.0044497951999999995,1.2299635762273902,0.9176482311382231,0.12199312714776632,0.18696779373967048,0.2183550593919933
DRUG_METHOTREXATE,"SEX_OTHER, DRUG_RITUXIMAB",0.02139,0.02432,0.00497,0.23235156615240765,9.553929529293077,1.0,0.0044497951999999995,1.270998489646772,0.9149007532693735,0.12199312714776632,0.21321700368195273,0.2183550593919933
DRUG_RITUXIMAB,"SEX_OTHER, DRUG_METHOTREXATE",0.02432,0.02139,0.00497,0.20435855263157893,9.553929529293077,1.0,0.0044497951999999995,1.2299635762273902,0.9176482311382231,0.12199312714776632,0.18696779373967048,0.2183550593919933
"SERIOUS_YES, DRUG_METHOTREXATE",DRUG_RITUXIMAB,0.01208,0.02432,0.00392,0.32450331125827814,13.343063785291042,1.0,0.0036262143999999997,1.444389019607843,0.9363659950983388,0.12068965517241378,0.30766574210630343,0.24284376089229695
"DRUG_RITUXIMAB, DRUG_METHOTREXATE",SERIOUS_YES,0.00497,0.28021,0.00392,0.7887323943661972,2.814790315713919,1.0,0.0025273563000000002,3.4070060000000004,0.6479540817864788,0.013937282229965155,0.7064871620419806,0.4013609511176477
"SERIOUS_YES, DRUG_RITUXIMAB",DRUG_METHOTREXATE,0.01319,0.02139,0.00392,0.2971948445792267,13.894102130866138,1.0,0.0036378659,1.3924342934196332,0.9404313042086344,0.1278538812785388,0.28183325796714387,0.24022902584267553
"DRUG_PREDNISONE, DRUG_METHOTREXATE",DRUG_RITUXIMAB,0.00577,0.02432,0.00293,0.5077989601386481,20.879891453069412,1.0,0.0027896735999999997,1.982279436619718,0.9576325706493704,0.10787923416789394,0.49553025596368494,0.3141379669114293
"DRUG_PREDNISONE, DRUG_RITUXIMAB",DRUG_METHOTREXATE,0.00817,0.02139,0.00293,0.35862913096695226,16.76620528129744,1.0,0.0027552437,1.5258098664122137,0.9481022066322813,0.11002628614344723,0.3446103462737477,0.24780451405757617
"DRUG_RITUXIMAB, DRUG_METHOTREXATE",DRUG_PREDNISONE,0.00497,0.02648,0.00293,0.5895372233400402,22.26349030740333,1.0,0.0027983943999999998,2.3717619607843137,0.9598538867866128,0.10273492286115006,0.5783725278782564,0.3500933850839174
"AGE_41_65, DRUG_METHOTREXATE",DRUG_RITUXIMAB,0.00714,0.02432,0.00222,0.3109243697478992,12.784719150818225,1.0,0.0020463552,1.4159258536585366,0.9284104723945186,0.0759233926128591,0.29374832911190063,0.20110363224237066
"AGE_41_65, DRUG_RITUXIMAB",DRUG_METHOTREXATE,0.00822,0.02139,0.00222,0.27007299270072993,12.62613336609303,1.0,0.0020441742000000002,1.3406957,0.9284308911141474,0.0810514786418401,0.2541185893264221,0.18692990448500732
"DRUG_RITUXIMAB, DRUG_METHOTREXATE",AGE_41_65,0.00497,0.25194,0.00222,0.4466800804828975,1.7729621357581071,1.0,0.0009678582000000003,1.3519484363636363,0.43814976650167564,0.008716478856649262,0.2603268193499151,0.22774585114880763
"REACT_RASH, DRUG_METHOTREXATE",SEX_OTHER,0.00251,1.0,0.00251,1.0,1.0,1.0,0.0,inf,0.0,0.00251,0.0,0.501255
"REACT_RASH, DRUG_METHOTREXATE",SERIOUS_YES,0.00251,0.28021,0.00214,0.8525896414342629,3.042680994376585,1.0,0.0014366728999999998,4.8828997297297265,0.6730317864194266,0.007627058236510085,0.7952036586146832,0.43011338536507404
"REACT_CONDITION_AGGRAVATED, DRUG_METHOTREXATE",SEX_OTHER,0.00231,1.0,0.00231,1.0,1.0,1.0,0.0,inf,0.0,0.00231,0.0,0.501155
"REACT_DIARRHOEA, DRUG_METHOTREXATE",SEX_OTHER,0.00216,1.0,0.00216,1.0,1.0,1.0,0.0,inf,0.0,0.0021600000000000005,0.0,0.50108
"AGE_19_40, DRUG_METHOTREXATE",SEX_OTHER,0.00256,1.0,0.00256,1.0,1.0,1.0,0.0,inf,0.0,0.0025600000000000006,0.0,0.50128
"AGE_65PLUS, DRUG_METHOTREXATE",SEX_OTHER,0.00374,1.0,0.00374,1.0,1.0,1.0,0.0,inf,0.0,0.00374,0.0,0.50187
"AGE_65PLUS, DRUG_METHOTREXATE",SERIOUS_YES,0.00374,0.28021,0.00221,0.5909090909090909,2.1088080043863204,1.0,0.0011620146,1.7594866666666666,0.5277723300528593,0.007844111592248171,0.43165241377219876,0.2993980164227479
"AGE_0_18, DRUG_METHOTREXATE",SEX_OTHER,0.00212,1.0,0.00212,1.0,1.0,1.0,0.0,inf,0.0,0.0021200000000000004,0.0,0.50106
DRUG_MOUNJARO,SEX_OTHER,0.03047,1.0,0.03047,1.0,1.0,1.0,0.0,inf,0.0,0.03047,0.0,0.515235
DRUG_MOUNJARO,SERIOUS_NO,0.03047,0.71979,0.02741,0.8995733508368887,1.249771948536224,1.0,0.0054779987,2.79019565359477,0.20613495243107466,0.037919347029120844,0.6416021942003808,0.46882695105439376
DRUG_MOUNJARO,AGE_41_65,0.03047,0.25194,0.01407,0.4617656711519527,1.8328398473920486,1.0,0.006393388199999999,1.3898407439024387,0.46867924948225737,0.05243347991354251,0.2804931036975012,0.2588061506509942
DRUG_MOUNJARO,nan,0.03047,0.35861,0.00756,0.2481128979323925,0.6918738962449249,1.0,-0.0033668466999999995,0.8530403011785247,-0.3147617207452143,0.01981547494233592,-0.17227755666226086,0.13459714777548767
"DRUG_MOUNJARO, SEX_OTHER",SERIOUS_NO,0.03047,0.71979,0.02741,0.8995733508368887,1.249771948536224,1.0,0.0054779987,2.79019565359477,0.20613495243107466,0.037919347029120844,0.6416021942003808,0.46882695105439376
"DRUG_MOUNJARO, SERIOUS_NO",SEX_OTHER,0.02741,1.0,0.02741,1.0,1.0,1.0,0.0,inf,0.0,0.027410000000000004,0.0,0.513705
DRUG_MOUNJARO,"SEX_OTHER, SERIOUS_NO",0.03047,0.71979,0.02741,0.8995733508368887,1.249771948536224,1.0,0.0054779987,2.79019565359477,0.20613495243107466,0.037919347029120844,0.6416021942003808,0.46882695105439376
"AGE_41_65, DRUG_MOUNJARO",SEX_OTHER,0.01407,1.0,0.01407,1.0,1.0,1.0,0.0,inf,0.0,0.01407,0.0,0.507035
"DRUG_MOUNJARO, SEX_OTHER",AGE_41_65,0.03047,0.25194,0.01407,0.4617656711519527,1.8328398473920486,1.0,0.006393388199999999,1.3898407439024387,0.46867924948225737,0.05243347991354251,0.2804931036975012,0.2588061506509942
DRUG_MOUNJARO,"AGE_41_65, SEX_OTHER",0.03047,0.25194,0.01407,0.4617656711519527,1.8328398473920486,1.0,0.006393388199999999,1.3898407439024387,0.46867924948225737,0.05243347991354251,0.2804931036975012,0.2588061506509942
"AGE_41_65, DRUG_MOUNJARO",SERIOUS_NO,0.01407,0.71979,0.01283,0.9118692253020612,1.266854534380946,1.0,0.0027025547,3.1794795967741942,0.21364943808489106,0.017793989154404114,0.6854831208809862,0.4648469343004005
